,movie_id,name/year,genre,year,name,genre_list,genre_length,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7,Genre8,Genre9,Genre10,avg_rating,rating_count
9772,119682,Mission to Mir (1997),Documentary|Short,1997,Mission to Mir,"['Documentary', 'Short']",2,Documentary,Short,,,,,,,,,9.0,1
9773,119683,Les Misérables (1998),Crime|Drama|History|Romance,1998,Les Misérables,"['Crime', 'Drama', 'History', 'Romance']",4,Crime,Drama,History,Romance,,,,,,,8.137931034482758,29
9774,119687,Moe no suzaku (1997),Drama,1997,Moe no suzaku,['Drama'],1,Drama,,,,,,,,,,8.0,1
9775,119695,Money Talks (1997),Action|Comedy|Crime|Thriller,1997,Money Talks,"['Action', 'Comedy', 'Crime', 'Thriller']",4,Action,Comedy,Crime,Thriller,,,,,,,6.6923076923076925,13
9776,119698,Mononoke-hime (1997),Animation|Adventure|Fantasy,1997,Mononoke-hime,"['Animation', 'Adventure', 'Fantasy']",3,Animation,Adventure,Fantasy,,,,,,,,8.125628140703517,199
9777,119700,Moonbase (1997),Action|Sci-Fi,1997,Moonbase,"['Action', 'Sci-Fi']",2,Action,Sci-Fi,,,,,,,,,4.0,1
9778,119707,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy|Sci-Fi|Thriller,1997,Mortal Kombat: Annihilation,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",5,Action,Adventure,Fantasy,Sci-Fi,Thriller,,,,,,3.1666666666666665,18
9779,119709,Most Wanted (1997),Action|Thriller,1997,Most Wanted,"['Action', 'Thriller']",2,Action,Thriller,,,,,,,,,5.25,4
9780,119711,Mat i syn (1997),Drama,1997,Mat i syn,['Drama'],1,Drama,,,,,,,,,,7.2,10
9781,119715,Mousehunt (1997),Comedy,1997,Mousehunt,['Comedy'],1,Comedy,,,,,,,,,,7.416666666666667,12
9782,119717,Mr. Jealousy (1997),Comedy|Romance,1997,Mr. Jealousy,"['Comedy', 'Romance']",2,Comedy,Romance,,,,,,,,,7.0,1
9783,119718,Mr. Magoo (1997),Adventure|Comedy|Family,1997,Mr. Magoo,"['Adventure', 'Comedy', 'Family']",3,Adventure,Comedy,Family,,,,,,,,5.0,2
9784,119723,Mrs Dalloway (1997),Drama|Romance,1997,Mrs Dalloway,"['Drama', 'Romance']",2,Drama,Romance,,,,,,,,,10.0,1
9785,119731,Murder at 1600 (1997),Action|Crime|Drama|Mystery|Thriller,1997,Murder at 1600,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",5,Action,Crime,Drama,Mystery,Thriller,,,,,,6.928571428571429,14
9786,119734,Music from Another Room (1998),Comedy|Drama|Romance,1998,Music from Another Room,"['Comedy', 'Drama', 'Romance']",3,Comedy,Drama,Romance,,,,,,,,6.0,3
9787,119735,Must Be the Music (1996),Short,1996,Must Be the Music,['Short'],1,Short,,,,,,,,,,3.0,1
9788,119738,My Best Friend's Wedding (1997),Comedy|Drama|Romance,1997,My Best Friend's Wedding,"['Comedy', 'Drama', 'Romance']",3,Comedy,Drama,Romance,,,,,,,,6.377777777777778,45
9789,119746,The Myth of Fingerprints (1997),Comedy|Drama|Romance,1997,The Myth of Fingerprints,"['Comedy', 'Drama', 'Romance']",3,Comedy,Drama,Romance,,,,,,,,8.0,1
9790,119778,Next Stop Wonderland (1998),Comedy|Drama|Romance,1998,Next Stop Wonderland,"['Comedy', 'Drama', 'Romance']",3,Comedy,Drama,Romance,,,,,,,,9.5,2
9791,119780,"Niagara, Niagara (1997)",Drama|Romance,1997,"Niagara, Niagara","['Drama', 'Romance']",2,Drama,Romance,,,,,,,,,10.0,1
9792,119783,Night Falls on Manhattan (1996),Crime|Drama,1996,Night Falls on Manhattan,"['Crime', 'Drama']",2,Crime,Drama,,,,,,,,,6.333333333333333,3
9793,119784,The Night Flier (1997),Fantasy|Horror|Mystery,1997,The Night Flier,"['Fantasy', 'Horror', 'Mystery']",3,Fantasy,Horror,Mystery,,,,,,,,5.8,5
9794,119791,Nightwatch (1997),Drama|Horror|Thriller,1997,Nightwatch,"['Drama', 'Horror', 'Thriller']",3,Drama,Horror,Thriller,,,,,,,,6.2,10
9795,119792,Nil by Mouth (1997),Drama,1997,Nil by Mouth,['Drama'],1,Drama,,,,,,,,,,7.6,5
9796,119794,Nirvana (1997),Action|Drama|Sci-Fi|Thriller,1997,Nirvana,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",4,Action,Drama,Sci-Fi,Thriller,,,,,,,9.666666666666666,3
9797,119802,Snitch (1998),Crime|Drama|Thriller,1998,Snitch,"['Crime', 'Drama', 'Thriller']",3,Crime,Drama,Thriller,,,,,,,,10.0,1
9798,119807,Nothing to Lose (1997),Action|Adventure|Comedy|Crime,1997,Nothing to Lose,"['Action', 'Adventure', 'Comedy', 'Crime']",4,Action,Adventure,Comedy,Crime,,,,,,,6.545454545454546,11
9799,119809,Nowhere (1997),Comedy|Drama|Sci-Fi,1997,Nowhere,"['Comedy', 'Drama', 'Sci-Fi']",3,Comedy,Drama,Sci-Fi,,,,,,,,10.0,1
9800,119812,Nunzio's Second Cousin (1994),Short|Drama|Romance,1994,Nunzio's Second Cousin,"['Short', 'Drama', 'Romance']",3,Short,Drama,Romance,,,,,,,,1.0,1
9801,119815,"O Que É Isso, Companheiro? (1997)",Action|Drama|History|Thriller,1997,"O Que É Isso, Companheiro?","['Action', 'Drama', 'History', 'Thriller']",4,Action,Drama,History,Thriller,,,,,,,8.0,2
9802,119822,As Good as It Gets (1997),Comedy|Drama|Romance,1997,As Good as It Gets,"['Comedy', 'Drama', 'Romance']",3,Comedy,Drama,Romance,,,,,,,,8.11520737327189,217
9803,119832,One Night Stand (1997),Drama|Romance,1997,One Night Stand,"['Drama', 'Romance']",2,Drama,Romance,,,,,,,,,6.5,2
9804,119843,Oscar and Lucinda (1997),Drama|Romance,1997,Oscar and Lucinda,"['Drama', 'Romance']",2,Drama,Romance,,,,,,,,,9.333333333333334,3
9805,119844,Ossos (1997),Drama,1997,Ossos,['Drama'],1,Drama,,,,,,,,,,1.0,1
9806,119848,Out to Sea (1997),Comedy|Romance,1997,Out to Sea,"['Comedy', 'Romance']",2,Comedy,Romance,,,,,,,,,7.0,2
9807,119859,Paradise Road (1997),Drama|History|War,1997,Paradise Road,"['Drama', 'History', 'War']",3,Drama,History,War,,,,,,,,7.0,1
9808,119861,Pardes (1997),Drama|Musical|Romance,1997,Pardes,"['Drama', 'Musical', 'Romance']",3,Drama,Musical,Romance,,,,,,,,6.0,1
9809,119874,The Peacemaker (1997),Action|Thriller,1997,The Peacemaker,"['Action', 'Thriller']",2,Action,Thriller,,,,,,,,,6.416666666666667,12
9810,119879,Perdita Durango (1997),Action|Crime|Horror|Romance,1997,Perdita Durango,"['Action', 'Crime', 'Horror', 'Romance']",4,Action,Crime,Horror,Romance,,,,,,,7.25,4
9811,119889,Il fantasma dell'opera (1998),Horror,1998,Il fantasma dell'opera,['Horror'],1,Horror,,,,,,,,,,5.0,2
9812,119891,Phantoms (1998),Horror|Sci-Fi|Thriller,1998,Phantoms,"['Horror', 'Sci-Fi', 'Thriller']",3,Horror,Sci-Fi,Thriller,,,,,,,,5.714285714285714,7
9813,119892,Phoenix (1998),Crime|Drama,1998,Phoenix,"['Crime', 'Drama']",2,Crime,Drama,,,,,,,,,6.666666666666667,3
9814,119893,Photographing Fairies (1997),Drama|Fantasy|Mystery,1997,Photographing Fairies,"['Drama', 'Fantasy', 'Mystery']",3,Drama,Fantasy,Mystery,,,,,,,,7.0,1
9815,119896,Picture Perfect (1997),Comedy|Drama|Romance,1997,Picture Perfect,"['Comedy', 'Drama', 'Romance']",3,Comedy,Drama,Romance,,,,,,,,6.5,10
9816,119905,The Players Club (1998),Comedy|Drama,1998,The Players Club,"['Comedy', 'Drama']",2,Comedy,Drama,,,,,,,,,5.5,2
9817,119906,Playing God (1997),Crime|Thriller|Drama,1997,Playing God,"['Crime', 'Thriller', 'Drama']",3,Crime,Thriller,Drama,,,,,,,,7.5,2
9818,119910,Polish Wedding (1998),Comedy|Drama|Romance,1998,Polish Wedding,"['Comedy', 'Drama', 'Romance']",3,Comedy,Drama,Romance,,,,,,,,10.0,1
9819,119925,The Postman (1997),Action|Adventure|Drama|Sci-Fi,1997,The Postman,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",4,Action,Adventure,Drama,Sci-Fi,,,,,,,6.545454545454546,11
9820,119931,Standoff (1998),Mystery|Thriller,1998,Standoff,"['Mystery', 'Thriller']",2,Mystery,Thriller,,,,,,,,,3.0,1
9821,119934,Without Limits (1998),Biography|Drama|Sport,1998,Without Limits,"['Biography', 'Drama', 'Sport']",3,Biography,Drama,Sport,,,,,,,,6.5,2
9822,119935,Preaching to the Perverted (1997),Comedy|Drama,1997,Preaching to the Perverted,"['Comedy', 'Drama']",2,Comedy,Drama,,,,,,,,,7.0,1
9823,119937,Prefontaine (1997),Biography|Drama|Romance|Sport,1997,Prefontaine,"['Biography', 'Drama', 'Romance', 'Sport']",4,Biography,Drama,Romance,Sport,,,,,,,5.25,4
9824,119942,Primary Colors (1998),Comedy|Drama,1998,Primary Colors,"['Comedy', 'Drama']",2,Comedy,Drama,,,,,,,,,7.0,3
9825,119951,Private Parts (1997),Biography|Comedy|Drama,1997,Private Parts,"['Biography', 'Comedy', 'Drama']",3,Biography,Comedy,Drama,,,,,,,,6.666666666666667,6
9826,119978,The Rainmaker (1997),Crime|Drama|Thriller,1997,The Rainmaker,"['Crime', 'Drama', 'Thriller']",3,Crime,Drama,Thriller,,,,,,,,7.551724137931035,58
9827,119994,Red Corner (1997),Crime|Drama|Thriller,1997,Red Corner,"['Crime', 'Drama', 'Thriller']",3,Crime,Drama,Thriller,,,,,,,,6.875,8
9828,120004,The Relic (1997),Horror|Mystery|Sci-Fi|Thriller,1997,The Relic,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",4,Horror,Mystery,Sci-Fi,Thriller,,,,,,,5.875,8
9829,120008,The Replacement Killers (1998),Action|Crime|Thriller,1998,The Replacement Killers,"['Action', 'Crime', 'Thriller']",3,Action,Crime,Thriller,,,,,,,,6.166666666666667,6
9830,120014,Rhyme &amp; Reason (1997),Documentary|Music,1997,Rhyme &amp; Reason,"['Documentary', 'Music']",2,Documentary,Music,,,,,,,,,7.0,1
9831,120018,Rien ne va plus (1997),Comedy|Crime|Thriller,1997,Rien ne va plus,"['Comedy', 'Crime', 'Thriller']",3,Comedy,Crime,Thriller,,,,,,,,6.0,1
9832,120025,Road to Nhill (1997),Comedy,1997,Road to Nhill,['Comedy'],1,Comedy,,,,,,,,,,10.0,1
9833,120028,Robinson in Space (1997),Documentary,1997,Robinson in Space,['Documentary'],1,Documentary,,,,,,,,,,8.333333333333334,3
9834,120032,Romy and Michele's High School Reunion (1997),Comedy,1997,Romy and Michele's High School Reunion,['Comedy'],1,Comedy,,,,,,,,,,7.214285714285714,14
9835,120034,Roseanna's Grave (1997),Comedy|Romance|Drama,1997,Roseanna's Grave,"['Comedy', 'Romance', 'Drama']",3,Comedy,Romance,Drama,,,,,,,,7.0,1
9836,120036,Rosewood (1997),Action|Drama|History,1997,Rosewood,"['Action', 'Drama', 'History']",3,Action,Drama,History,,,,,,,,7.5,4
9837,120053,The Saint (1997),Action|Adventure|Romance|Sci-Fi|Thriller,1997,The Saint,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Thriller']",5,Action,Adventure,Romance,Sci-Fi,Thriller,,,,,,6.714285714285714,21
9838,120056,Die Salzmänner von Tibet (1997),Documentary,1997,Die Salzmänner von Tibet,['Documentary'],1,Documentary,,,,,,,,,,10.0,2
9839,120080,Scorpio One (1998),Sci-Fi,1998,Scorpio One,['Sci-Fi'],1,Sci-Fi,,,,,,,,,,8.0,1
9840,120082,Scream 2 (1997),Horror|Mystery,1997,Scream 2,"['Horror', 'Mystery']",2,Horror,Mystery,,,,,,,,,6.95,40
9841,120094,Selena (1997),Biography|Drama|Music,1997,Selena,"['Biography', 'Drama', 'Music']",3,Biography,Drama,Music,,,,,,,,8.142857142857142,14
9842,120102,Seven Years in Tibet (1997),Adventure|Biography|Drama|History|War,1997,Seven Years in Tibet,"['Adventure', 'Biography', 'Drama', 'History', 'War']",5,Adventure,Biography,Drama,History,War,,,,,,7.4,65
9843,120107,Shadow Conspiracy (1997),Action|Thriller,1997,Shadow Conspiracy,"['Action', 'Thriller']",2,Action,Thriller,,,,,,,,,4.0,1
9844,120112,She's So Lovely (1997),Drama|Romance,1997,She's So Lovely,"['Drama', 'Romance']",2,Drama,Romance,,,,,,,,,6.0,4
9845,120113,2by4 (1998),Drama|Romance,1998,2by4,"['Drama', 'Romance']",2,Drama,Romance,,,,,,,,,10.0,1
9846,120120,Shitsurakuen (1997),Drama|Romance,1997,Shitsurakuen,"['Drama', 'Romance']",2,Drama,Romance,,,,,,,,,7.0,1
9847,120122,Shooting Fish (1997),Comedy|Crime|Romance,1997,Shooting Fish,"['Comedy', 'Crime', 'Romance']",3,Comedy,Crime,Romance,,,,,,,,10.0,1
9848,120125,Sibirskiy tsiryulnik (1998),Comedy|Drama|History|Romance,1998,Sibirskiy tsiryulnik,"['Comedy', 'Drama', 'History', 'Romance']",4,Comedy,Drama,History,Romance,,,,,,,9.0,2
9849,120142,The Sixth Man (1997),Comedy|Drama|Fantasy|Romance|Sport,1997,The Sixth Man,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Sport']",5,Comedy,Drama,Fantasy,Romance,Sport,,,,,,4.0,1
9850,120148,Sliding Doors (1998),Comedy|Drama|Fantasy|Romance,1998,Sliding Doors,"['Comedy', 'Drama', 'Fantasy', 'Romance']",4,Comedy,Drama,Fantasy,Romance,,,,,,,6.666666666666667,36
9851,120152,Smilla's Sense of Snow (1997),Action|Drama|Mystery|Sci-Fi|Thriller,1997,Smilla's Sense of Snow,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",5,Action,Drama,Mystery,Sci-Fi,Thriller,,,,,,6.0,1
9852,120157,Soldier (1998),Action|Drama|Sci-Fi,1998,Soldier,"['Action', 'Drama', 'Sci-Fi']",3,Action,Drama,Sci-Fi,,,,,,,,6.090909090909091,11
9853,120164,Song jia huang chao (1997),Drama|History|Romance,1997,Song jia huang chao,"['Drama', 'History', 'Romance']",3,Drama,History,Romance,,,,,,,,8.0,1
9854,120169,Soul Food (1997),Comedy|Drama,1997,Soul Food,"['Comedy', 'Drama']",2,Comedy,Drama,,,,,,,,,8.5,2
9855,120176,The Spanish Prisoner (1997),Drama|Mystery|Thriller,1997,The Spanish Prisoner,"['Drama', 'Mystery', 'Thriller']",3,Drama,Mystery,Thriller,,,,,,,,7.25,4
9856,120177,Spawn (1997),Action|Horror,1997,Spawn,"['Action', 'Horror']",2,Action,Horror,,,,,,,,,6.043478260869565,23
9857,120179,Speed 2: Cruise Control (1997),Action|Adventure|Crime|Romance|Thriller,1997,Speed 2: Cruise Control,"['Action', 'Adventure', 'Crime', 'Romance', 'Thriller']",5,Action,Adventure,Crime,Romance,Thriller,,,,,,4.363636363636363,22
9858,120184,Sphere (1998),Drama|Horror|Mystery|Sci-Fi|Thriller,1998,Sphere,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",5,Drama,Horror,Mystery,Sci-Fi,Thriller,,,,,,6.37037037037037,27
9859,120185,Spice World (1997),Comedy|Family|Music,1997,Spice World,"['Comedy', 'Family', 'Music']",3,Comedy,Family,Music,,,,,,,,4.090909090909091,11
9860,120188,Three Kings (1999),Action|Adventure|Comedy|Drama|War,1999,Three Kings,"['Action', 'Adventure', 'Comedy', 'Drama', 'War']",5,Action,Adventure,Comedy,Drama,War,,,,,,7.304347826086956,46
9861,120199,Space Truckers (1996),Adventure|Comedy|Sci-Fi,1996,Space Truckers,"['Adventure', 'Comedy', 'Sci-Fi']",3,Adventure,Comedy,Sci-Fi,,,,,,,,8.0,1
9862,120201,Starship Troopers (1997),Action|Adventure|Sci-Fi|Thriller,1997,Starship Troopers,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",4,Action,Adventure,Sci-Fi,Thriller,,,,,,,7.414634146341464,82
9863,120202,State and Main (2000),Comedy|Drama,2000,State and Main,"['Comedy', 'Drama']",2,Comedy,Drama,,,,,,,,,7.75,4
9864,120207,Steel (1997),Action|Adventure|Crime|Fantasy|Sci-Fi,1997,Steel,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Sci-Fi']",5,Action,Adventure,Crime,Fantasy,Sci-Fi,,,,,,7.0,1
9865,120238,SubUrbia (1996),Comedy|Drama,1996,SubUrbia,"['Comedy', 'Drama']",2,Comedy,Drama,,,,,,,,,8.2,5
9866,120241,Suicide Kings (1997),Comedy|Drama|Mystery|Thriller|Crime,1997,Suicide Kings,"['Comedy', 'Drama', 'Mystery', 'Thriller', 'Crime']",5,Comedy,Drama,Mystery,Thriller,Crime,,,,,,8.714285714285714,7
9867,120255,The Sweet Hereafter (1997),Drama,1997,The Sweet Hereafter,['Drama'],1,Drama,,,,,,,,,,8.027777777777779,36
9868,120257,Swept from the Sea (1997),Drama|Mystery|Romance,1997,Swept from the Sea,"['Drama', 'Mystery', 'Romance']",3,Drama,Mystery,Romance,,,,,,,,7.0,1
9869,120263,Sånger från andra våningen (2000),Comedy|Drama,2000,Sånger från andra våningen,"['Comedy', 'Drama']",2,Comedy,Drama,,,,,,,,,8.125,24
9870,120265,Ta'm e guilass (1997),Drama,1997,Ta'm e guilass,['Drama'],1,Drama,,,,,,,,,,8.216666666666667,60
9871,120274,Tango (1998),Drama|Musical,1998,Tango,"['Drama', 'Musical']",2,Drama,Musical,,,,,,,,,8.0,1
9872,120275,The Tango Lesson (1997),Drama|Music|Romance,1997,The Tango Lesson,"['Drama', 'Music', 'Romance']",3,Drama,Music,Romance,,,,,,,,4.0,1
9873,120321,Smoke Signals (1998),Comedy|Drama,1998,Smoke Signals,"['Comedy', 'Drama']",2,Comedy,Drama,,,,,,,,,7.5,4
9874,120323,A Thousand Acres (1997),Drama,1997,A Thousand Acres,['Drama'],1,Drama,,,,,,,,,,8.0,1
9875,120324,A Simple Plan (1998),Crime|Drama|Thriller,1998,A Simple Plan,"['Crime', 'Drama', 'Thriller']",3,Crime,Drama,Thriller,,,,,,,,7.615384615384615,39
9876,120338,Titanic (1997),Drama|Romance,1997,Titanic,"['Drama', 'Romance']",2,Drama,Romance,,,,,,,,,8.661921708185053,281
9877,120347,Tomorrow Never Dies (1997),Action|Adventure|Thriller,1997,Tomorrow Never Dies,"['Action', 'Adventure', 'Thriller']",3,Action,Adventure,Thriller,,,,,,,,7.037735849056604,53
9878,120363,Toy Story 2 (1999),Animation|Adventure|Comedy|Family|Fantasy,1999,Toy Story 2,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",5,Animation,Adventure,Comedy,Family,Fantasy,,,,,,8.06015037593985,133
9879,120366,Traveller (1997),Crime|Drama|Romance,1997,Traveller,"['Crime', 'Drama', 'Romance']",3,Crime,Drama,Romance,,,,,,,,6.0,1
9880,120370,Trekkies (1997),Documentary|Comedy,1997,Trekkies,"['Documentary', 'Comedy']",2,Documentary,Comedy,,,,,,,,,7.0,2
9881,120373,Trial and Error (1997),Comedy|Romance,1997,Trial and Error,"['Comedy', 'Romance']",2,Comedy,Romance,,,,,,,,,7.0,1
9882,120376,Trojan War (1997),Comedy,1997,Trojan War,['Comedy'],1,Comedy,,,,,,,,,,8.0,1
9883,120381,True Heart (1997),Adventure|Drama|Family,1997,True Heart,"['Adventure', 'Drama', 'Family']",3,Adventure,Drama,Family,,,,,,,,5.0,1
9884,120382,The Truman Show (1998),Comedy|Drama|Sci-Fi,1998,The Truman Show,"['Comedy', 'Drama', 'Sci-Fi']",3,Comedy,Drama,Sci-Fi,,,,,,,,8.537757437070939,437
9885,120383,"Truth or Consequences, N.M. (1997)",Action|Crime|Drama|Romance|Thriller,1997,"Truth or Consequences, N.M.","['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",5,Action,Crime,Drama,Romance,Thriller,,,,,,7.5,2
9886,120389,Turbo: A Power Rangers Movie (1997),Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,1997,Turbo: A Power Rangers Movie,"['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi', 'Thriller']",6,Action,Adventure,Family,Fantasy,Sci-Fi,Thriller,,,,,7.75,4
9887,120390,Turbulence (1997),Action|Thriller,1997,Turbulence,"['Action', 'Thriller']",2,Action,Thriller,,,,,,,,,4.6,5
9888,120391,24 7: Twenty Four Seven (1997),Comedy|Drama|Romance|Sport,1997,24 7: Twenty Four Seven,"['Comedy', 'Drama', 'Romance', 'Sport']",4,Comedy,Drama,Romance,Sport,,,,,,,7.25,4
9889,120392,The Twilight of the Golds (1996),Drama|Romance,1996,The Twilight of the Golds,"['Drama', 'Romance']",2,Drama,Romance,,,,,,,,,4.0,1
9890,120394,Twin Town (1997),Comedy|Drama,1997,Twin Town,"['Comedy', 'Drama']",2,Comedy,Drama,,,,,,,,,7.4,5
9891,120399,U Turn (1997),Crime|Drama|Thriller,1997,U Turn,"['Crime', 'Drama', 'Thriller']",3,Crime,Drama,Thriller,,,,,,,,6.666666666666667,12
9892,120402,Ulee's Gold (1997),Drama,1997,Ulee's Gold,['Drama'],1,Drama,,,,,,,,,,9.5,2
9893,120408,Unagi (1997),Drama,1997,Unagi,['Drama'],1,Drama,,,,,,,,,,7.0,5
9894,120422,Up 'n' Under (1998),Comedy|Sport,1998,Up 'n' Under,"['Comedy', 'Sport']",2,Comedy,Sport,,,,,,,,,7.0,1
9895,120434,Vegas Vacation (1997),Comedy,1997,Vegas Vacation,['Comedy'],1,Comedy,,,,,,,,,,6.0588235294117645,17
9896,120449,La vie rêvée des anges (1998),Drama,1998,La vie rêvée des anges,['Drama'],1,Drama,,,,,,,,,,8.0,1
9897,120456,Virasat (1997),Drama|Family|Musical,1997,Virasat,"['Drama', 'Family', 'Musical']",3,Drama,Family,Musical,,,,,,,,8.0,1
9898,120458,Virus (1999),Action|Horror|Thriller|Sci-Fi,1999,Virus,"['Action', 'Horror', 'Thriller', 'Sci-Fi']",4,Action,Horror,Thriller,Sci-Fi,,,,,,,6.4,10
9899,120461,Volcano (1997),Action|Drama|Sci-Fi|Thriller,1997,Volcano,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",4,Action,Drama,Sci-Fi,Thriller,,,,,,,5.666666666666667,24
9900,120467,Vulgar (2000),Crime|Drama|Thriller,2000,Vulgar,"['Crime', 'Drama', 'Thriller']",3,Crime,Drama,Thriller,,,,,,,,10.0,1
9901,120472,Waco: The Rules of Engagement (1997),Documentary|History,1997,Waco: The Rules of Engagement,"['Documentary', 'History']",2,Documentary,History,,,,,,,,,8.25,4
9902,120478,Star Kid (1997),Adventure|Family|Sci-Fi,1997,Star Kid,"['Adventure', 'Family', 'Sci-Fi']",3,Adventure,Family,Sci-Fi,,,,,,,,7.0,1
9903,120479,Warriors of Virtue (1997),Action|Adventure|Fantasy,1997,Warriors of Virtue,"['Action', 'Adventure', 'Fantasy']",3,Action,Adventure,Fantasy,,,,,,,,7.0,1
9904,120483,The Man Who Knew Too Little (1997),Comedy|Crime|Drama,1997,The Man Who Knew Too Little,"['Comedy', 'Crime', 'Drama']",3,Comedy,Crime,Drama,,,,,,,,7.2727272727272725,22
9905,120484,The Waterboy (1998),Comedy|Sport,1998,The Waterboy,"['Comedy', 'Sport']",2,Comedy,Sport,,,,,,,,,6.96875,32
9906,120490,Welcome to Sarajevo (1997),Drama|War,1997,Welcome to Sarajevo,"['Drama', 'War']",2,Drama,War,,,,,,,,,7.5,2
9907,120491,Welcome to Woop Woop (1997),Adventure|Comedy|Fantasy|Music,1997,Welcome to Woop Woop,"['Adventure', 'Comedy', 'Fantasy', 'Music']",4,Adventure,Comedy,Fantasy,Music,,,,,,,10.0,1
9908,120510,Wide Awake (1998),Comedy|Drama|Family,1998,Wide Awake,"['Comedy', 'Drama', 'Family']",3,Comedy,Drama,Family,,,,,,,,5.0,2
9909,120512,Wild America (1997),Action|Adventure|Comedy|Family,1997,Wild America,"['Action', 'Adventure', 'Comedy', 'Family']",4,Action,Adventure,Comedy,Family,,,,,,,7.5,2
9910,120514,Wilde (1997),Biography|Drama|Romance,1997,Wilde,"['Biography', 'Drama', 'Romance']",3,Biography,Drama,Romance,,,,,,,,9.333333333333334,3
9911,120520,The Wings of the Dove (1997),Drama|Romance,1997,The Wings of the Dove,"['Drama', 'Romance']",2,Drama,Romance,,,,,,,,,9.0,4
9912,120524,Wishmaster (1997),Fantasy|Horror,1997,Wishmaster,"['Fantasy', 'Horror']",2,Fantasy,Horror,,,,,,,,,6.461538461538462,13
9913,120530,Wong Fei Hung: Chi sai wik hung see (1997),Action|Adventure|History|Western,1997,Wong Fei Hung: Chi sai wik hung see,"['Action', 'Adventure', 'History', 'Western']",4,Action,Adventure,History,Western,,,,,,,7.0,1
9914,120531,Woo (1998),Comedy|Romance,1998,Woo,"['Comedy', 'Romance']",2,Comedy,Romance,,,,,,,,,4.5,2
9915,120532,The Woodlanders (1997),Drama|Romance,1997,The Woodlanders,"['Drama', 'Romance']",2,Drama,Romance,,,,,,,,,6.0,1
9916,120533,Celebrity (1998),Comedy|Drama,1998,Celebrity,"['Comedy', 'Drama']",2,Comedy,Drama,,,,,,,,,7.333333333333333,9
9917,120536,The Wrong Guy (1997),Comedy|Thriller,1997,The Wrong Guy,"['Comedy', 'Thriller']",2,Comedy,Thriller,,,,,,,,,10.0,1
9918,120539,Year of the Horse (1997),Documentary|Music,1997,Year of the Horse,"['Documentary', 'Music']",2,Documentary,Music,,,,,,,,,4.0,1
9919,120540,Yes Boss (1997),Comedy|Drama|Musical|Romance,1997,Yes Boss,"['Comedy', 'Drama', 'Musical', 'Romance']",4,Comedy,Drama,Musical,Romance,,,,,,,7.0,1
9920,120550,Zeus and Roxanne (1997),Adventure|Comedy|Family|Romance,1997,Zeus and Roxanne,"['Adventure', 'Comedy', 'Family', 'Romance']",4,Adventure,Comedy,Family,Romance,,,,,,,8.0,1
9921,120576,Dance with Me (1998),Drama|Romance|Music,1998,Dance with Me,"['Drama', 'Romance', 'Music']",3,Drama,Romance,Music,,,,,,,,10.0,1
9922,120577,54 (1998),Drama|Music,1998,54,"['Drama', 'Music']",2,Drama,Music,,,,,,,,,5.6,5
9923,120586,American History X (1998),Drama,1998,American History X,['Drama'],1,Drama,,,,,,,,,,8.695121951219512,574
9924,120587,Antz (1998),Animation|Adventure|Comedy|Family,1998,Antz,"['Animation', 'Adventure', 'Comedy', 'Family']",4,Animation,Adventure,Comedy,Family,,,,,,,7.2272727272727275,22
9925,120591,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller,1998,Armageddon,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",4,Action,Adventure,Sci-Fi,Thriller,,,,,,,7.396039603960396,101
9926,120595,Babe: Pig in the City (1998),Adventure|Comedy|Drama|Family|Fantasy,1998,Babe: Pig in the City,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",5,Adventure,Comedy,Drama,Family,Fantasy,,,,,,7.666666666666667,3
9927,120596,The Bachelor (1999),Comedy,1999,The Bachelor,['Comedy'],1,Comedy,,,,,,,,,,8.0,3
9928,120598,Barney's Great Adventure (1998),Adventure|Comedy|Drama|Family|Fantasy,1998,Barney's Great Adventure,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",5,Adventure,Comedy,Drama,Family,Fantasy,,,,,,10.0,1
9929,120601,Being John Malkovich (1999),Comedy|Drama|Fantasy,1999,Being John Malkovich,"['Comedy', 'Drama', 'Fantasy']",3,Comedy,Drama,Fantasy,,,,,,,,7.6938775510204085,147
