,movie_id,name/year,genre,year,name,genre_list,genre_length,avg_rating,rating_count
20121,1626146,Hector and the Search for Happiness (2014),Adventure|Comedy|Drama,2014,Hector and the Search for Happiness,"['Adventure', 'Comedy', 'Drama']",3,7.086206896551724,116
20130,1628841,Independence Day: Resurgence (2016),Action|Adventure|Sci-Fi,2016,Independence Day: Resurgence,"['Action', 'Adventure', 'Sci-Fi']",3,5.199535962877031,431
20141,1629757,Chasing Mavericks (2012),Biography|Drama|Sport,2012,Chasing Mavericks,"['Biography', 'Drama', 'Sport']",3,7.447619047619048,105
20149,1631867,Edge of Tomorrow (2014),Action|Sci-Fi,2014,Edge of Tomorrow,"['Action', 'Sci-Fi']",2,7.9032463399108845,1571
20154,1632708,Friends with Benefits (2011),Comedy|Romance,2011,Friends with Benefits,"['Comedy', 'Romance']",2,7.063291139240507,158
20161,1634106,Bloodshot (2020),Action|Drama|Sci-Fi,2020,Bloodshot,"['Action', 'Drama', 'Sci-Fi']",3,5.9605263157894735,76
20173,1636826,Project X (2012),Comedy,2012,Project X,['Comedy'],1,6.576923076923077,156
20179,1637688,In Time (2011),Action|Crime|Drama|Sci-Fi|Thriller,2011,In Time,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",5,7.020408163265306,245
20181,1637706,Our Idiot Brother (2011),Comedy|Drama,2011,Our Idiot Brother,"['Comedy', 'Drama']",2,6.382352941176471,68
20182,1637725,Ted (2012),Comedy|Fantasy,2012,Ted,"['Comedy', 'Fantasy']",2,6.931398416886544,379
20183,1638002,"Love, Rosie (2014)",Comedy|Romance,2014,"Love, Rosie","['Comedy', 'Romance']",2,7.417857142857143,280
20187,1638355,The Man from U.N.C.L.E. (2015),Action|Adventure|Comedy,2015,The Man from U.N.C.L.E.,"['Action', 'Adventure', 'Comedy']",3,7.446969696969697,792
20191,1639084,Tallulah (2016),Comedy|Drama|Romance,2016,Tallulah,"['Comedy', 'Drama', 'Romance']",3,7.329670329670329,91
20231,1645089,Inside Job (2010),Documentary|Crime,2010,Inside Job,"['Documentary', 'Crime']",2,8.428571428571429,63
20233,1645155,The Expatriate (2012),Action|Thriller,2012,The Expatriate,"['Action', 'Thriller']",2,6.31,100
20234,1645170,The Dictator (2012),Comedy,2012,The Dictator,['Comedy'],1,6.746606334841629,221
20249,1646971,How to Train Your Dragon 2 (2014),Animation|Action|Adventure|Comedy|Family|Fantasy,2014,How to Train Your Dragon 2,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",6,8.195075757575758,528
20254,1646987,Wrath of the Titans (2012),Action|Adventure|Fantasy,2012,Wrath of the Titans,"['Action', 'Adventure', 'Fantasy']",3,5.831578947368421,95
20257,1647668,Million Dollar Arm (2014),Biography|Drama|Sport,2014,Million Dollar Arm,"['Biography', 'Drama', 'Sport']",3,7.482558139534884,172
20260,1648179,Here Comes the Boom (2012),Action|Comedy|Sport,2012,Here Comes the Boom,"['Action', 'Comedy', 'Sport']",3,6.7682926829268295,164
20262,1648190,The Dark Tower (2017),Action|Adventure|Fantasy|Horror|Sci-Fi|Western,2017,The Dark Tower,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi', 'Western']",6,5.649305555555555,288
20267,1649419,Lo imposible (2012),Drama|History|Thriller,2012,Lo imposible,"['Drama', 'History', 'Thriller']",3,7.950729927007299,548
20279,1650062,Super 8 (2011),Mystery|Sci-Fi|Thriller,2011,Super 8,"['Mystery', 'Sci-Fi', 'Thriller']",3,7.215686274509804,153
20289,1650554,Kick-Ass 2 (2013),Action|Comedy|Crime,2013,Kick-Ass 2,"['Action', 'Comedy', 'Crime']",3,7.009685230024213,826
20301,1653665,Goodbye Christopher Robin (2017),Biography|Drama,2017,Goodbye Christopher Robin,"['Biography', 'Drama']",2,7.530120481927711,83
20308,1654523,Night Train to Lisbon (2013),Mystery|Romance|Thriller,2013,Night Train to Lisbon,"['Mystery', 'Romance', 'Thriller']",3,7.48936170212766,94
20313,1655420,My Week with Marilyn (2011),Biography|Drama,2011,My Week with Marilyn,"['Biography', 'Drama']",2,7.507246376811594,69
20314,1655441,The Age of Adaline (2015),Drama|Fantasy|Romance,2015,The Age of Adaline,"['Drama', 'Fantasy', 'Romance']",3,7.615238095238095,525
20315,1655442,The Artist (2011),Comedy|Drama|Romance,2011,The Artist,"['Comedy', 'Drama', 'Romance']",3,8.046979865771812,149
20316,1655460,Wanderlust (2012),Comedy|Romance,2012,Wanderlust,"['Comedy', 'Romance']",2,6.0508474576271185,59
20321,1656186,Stolen (2012),Action|Crime|Thriller,2012,Stolen,"['Action', 'Crime', 'Thriller']",3,5.590909090909091,88
20322,1656190,Safe (2012),Action|Crime|Thriller,2012,Safe,"['Action', 'Crime', 'Thriller']",3,6.737373737373737,99
20327,1657507,Colombiana (2011),Action|Drama|Thriller,2011,Colombiana,"['Action', 'Drama', 'Thriller']",3,6.855555555555555,90
20335,1658837,The Tall Man (2012),Crime|Drama|Horror|Mystery|Thriller,2012,The Tall Man,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",5,6.28169014084507,71
20340,1659337,The Perks of Being a Wallflower (2012),Drama,2012,The Perks of Being a Wallflower,['Drama'],1,8.244239631336406,868
20341,1659338,The Numbers Station (2013),Action|Thriller,2013,The Numbers Station,"['Action', 'Thriller']",2,5.47945205479452,73
20348,1661199,Cinderella (2015),Drama|Family|Fantasy|Romance,2015,Cinderella,"['Drama', 'Family', 'Fantasy', 'Romance']",4,7.5115681233933165,389
20350,1661382,Grudge Match (2013),Comedy|Drama|Sport,2013,Grudge Match,"['Comedy', 'Drama', 'Sport']",3,6.703389830508475,236
20364,1663202,The Revenant (2015),Action|Adventure|Biography|Drama|Western,2015,The Revenant,"['Action', 'Adventure', 'Biography', 'Drama', 'Western']",5,8.178588807785887,2055
20365,1663207,Life of Crime (2013),Comedy|Crime,2013,Life of Crime,"['Comedy', 'Crime']",2,5.657534246575342,73
20371,1663662,Pacific Rim (2013),Action|Adventure|Sci-Fi,2013,Pacific Rim,"['Action', 'Adventure', 'Sci-Fi']",3,7.264024390243902,1640
20387,1666185,All Eyez on Me (2017),Biography|Drama|Music,2017,All Eyez on Me,"['Biography', 'Drama', 'Music']",3,6.021505376344086,93
20398,1666801,The Duff (2015),Comedy|Romance,2015,The Duff,"['Comedy', 'Romance']",2,6.551470588235294,136
20406,1667310,Deadfall (2012),Crime|Drama|Thriller,2012,Deadfall,"['Crime', 'Drama', 'Thriller']",3,6.226190476190476,84
20417,1667889,Ice Age: Continental Drift (2012),Animation|Adventure|Comedy|Drama|Family|Fantasy,2012,Ice Age: Continental Drift,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",6,6.770491803278689,61
20429,1670345,Now You See Me (2013),Crime|Mystery|Thriller,2013,Now You See Me,"['Crime', 'Mystery', 'Thriller']",3,7.594367381252627,2379
20443,1673434,The Twilight Saga: Breaking Dawn - Part 2 (2012),Adventure|Drama|Fantasy|Romance,2012,The Twilight Saga: Breaking Dawn - Part 2,"['Adventure', 'Drama', 'Fantasy', 'Romance']",4,6.401273885350318,157
20444,1673697,The Sapphires (2012),Biography|Comedy|Drama|Music|Romance,2012,The Sapphires,"['Biography', 'Comedy', 'Drama', 'Music', 'Romance']",5,7.056603773584905,53
20453,1674771,Entourage (2015),Comedy,2015,Entourage,['Comedy'],1,6.860262008733624,229
20461,1675192,Take Shelter (2011),Drama|Horror|Thriller,2011,Take Shelter,"['Drama', 'Horror', 'Thriller']",3,7.712328767123288,146
20463,1675434,The Intouchables (2011),Biography|Comedy|Drama,2011,The Intouchables,"['Biography', 'Comedy', 'Drama']",3,8.827699018538713,917
20469,1677720,Ready Player One (2018),Action|Adventure|Sci-Fi,2018,Ready Player One,"['Action', 'Adventure', 'Sci-Fi']",3,7.701601164483261,687
20476,1679335,Trolls (2016),Animation|Adventure|Comedy|Family|Fantasy|Musical,2016,Trolls,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",6,6.872340425531915,141
20497,1682180,Stoker (2013),Drama|Thriller,2013,Stoker,"['Drama', 'Thriller']",2,6.876681614349776,446
20505,1683526,Detachment (2011),Drama,2011,Detachment,['Drama'],1,8.259786476868328,281
20509,1684233,Welcome to the Punch (2013),Action|Crime|Thriller,2013,Welcome to the Punch,"['Action', 'Crime', 'Thriller']",3,6.254545454545455,220
20533,1686821,Vampire Academy (2014),Action|Comedy|Drama|Fantasy|Horror|Mystery|Thriller,2014,Vampire Academy,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",7,6.513888888888889,72
20541,1687901,The Awakening (2011),Horror|Thriller,2011,The Awakening,"['Horror', 'Thriller']",2,6.538461538461538,78
20545,1690953,Despicable Me 2 (2013),Animation|Adventure|Comedy|Family|Fantasy|Sci-Fi,2013,Despicable Me 2,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",6,7.76691042047532,1094
20553,1691916,Before I Fall (2017),Drama|Fantasy|Mystery,2017,Before I Fall,"['Drama', 'Fantasy', 'Mystery']",3,6.635036496350365,137
20554,1691917,Planes (2013),Animation|Adventure|Comedy|Family,2013,Planes,"['Animation', 'Adventure', 'Comedy', 'Family']",4,5.84375,160
20562,1692486,Carnage (2011),Comedy|Drama,2011,Carnage,"['Comedy', 'Drama']",2,6.984496124031008,129
20573,1694020,The Guilt Trip (2012),Comedy|Drama,2012,The Guilt Trip,"['Comedy', 'Drama']",2,5.7974683544303796,158
20595,1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014)",Comedy|Family,2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","['Comedy', 'Family']",2,6.428571428571429,98
20596,1698648,Girl Most Likely (2012),Comedy,2012,Girl Most Likely,['Comedy'],1,5.769230769230769,52
20612,1700841,Sausage Party (2016),Animation|Adventure|Comedy|Fantasy,2016,Sausage Party,"['Animation', 'Adventure', 'Comedy', 'Fantasy']",4,6.435448577680525,457
20627,1702439,Safe Haven (2013),Drama|Romance|Thriller,2013,Safe Haven,"['Drama', 'Romance', 'Thriller']",3,6.989473684210527,285
20633,1703148,The Hunter (2011),Adventure|Drama|Thriller,2011,The Hunter,"['Adventure', 'Drama', 'Thriller']",3,6.719298245614035,57
20639,1703957,Genius (2016),Biography|Drama,2016,Genius,"['Biography', 'Drama']",2,7.032786885245901,61
20643,1704573,Bernie (2011),Biography|Comedy|Crime|Drama,2011,Bernie,"['Biography', 'Comedy', 'Crime', 'Drama']",4,6.845360824742268,97
20658,1706593,Chronicle (2012),Drama|Sci-Fi|Thriller,2012,Chronicle,"['Drama', 'Sci-Fi', 'Thriller']",3,7.1521739130434785,230
20661,1706620,Snowpiercer (2013),Action|Drama|Sci-Fi,2013,Snowpiercer,"['Action', 'Drama', 'Sci-Fi']",3,6.952802359882006,678
20663,1707386,Les Misérables (2012),Drama|History|Musical|Romance|War,2012,Les Misérables,"['Drama', 'History', 'Musical', 'Romance', 'War']",5,7.9488536155202825,567
20672,1709143,The Last Days on Mars (2013),Adventure|Horror|Sci-Fi|Thriller,2013,The Last Days on Mars,"['Adventure', 'Horror', 'Sci-Fi', 'Thriller']",4,5.441558441558442,77
20685,1711425,21 & Over (2013),Comedy,2013,21 & Over,['Comedy'],1,5.894927536231884,276
20689,1711525,Office Christmas Party (2016),Comedy,2016,Office Christmas Party,['Comedy'],1,5.8969696969696965,165
20691,1712170,Alex Cross (2012),Action|Crime|Mystery|Thriller,2012,Alex Cross,"['Action', 'Crime', 'Mystery', 'Thriller']",4,5.08411214953271,107
20695,1712261,Triple 9 (2016),Crime|Thriller,2016,Triple 9,"['Crime', 'Thriller']",2,6.208163265306123,245
20700,1713476,The Bay (2012),Horror|Sci-Fi|Thriller,2012,The Bay,"['Horror', 'Sci-Fi', 'Thriller']",3,5.6625,80
20707,1714206,The Spectacular Now (2013),Comedy|Drama|Romance,2013,The Spectacular Now,"['Comedy', 'Drama', 'Romance']",3,7.282122905027933,358
20718,1714915,Only Lovers Left Alive (2013),Comedy|Drama|Fantasy|Horror|Romance,2013,Only Lovers Left Alive,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Romance']",5,7.534979423868313,243
20723,1715336,Mindscape (2013),Drama|Mystery|Sci-Fi|Thriller,2013,Mindscape,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",4,6.444444444444445,54
20727,1715873,10 Years (2011),Comedy|Drama|Romance,2011,10 Years,"['Comedy', 'Drama', 'Romance']",3,6.245283018867925,53
20734,1716777,People Like Us (2012),Comedy|Drama,2012,People Like Us,"['Comedy', 'Drama']",2,7.69811320754717,106
20763,1720616,Friends with Kids (2011),Comedy|Drama|Romance,2011,Friends with Kids,"['Comedy', 'Drama', 'Romance']",3,6.052631578947368,57
20776,1723121,We're the Millers (2013),Comedy|Crime,2013,We're the Millers,"['Comedy', 'Crime']",2,7.424422933730455,1343
20781,1723811,Shame (2011),Drama,2011,Shame,['Drama'],1,7.080459770114943,261
20799,1726592,Before I Go to Sleep (2014),Drama|Horror|Mystery|Thriller,2014,Before I Go to Sleep,"['Drama', 'Horror', 'Mystery', 'Thriller']",4,6.546428571428572,280
20800,1726669,Killer Joe (2011),Crime|Drama|Thriller,2011,Killer Joe,"['Crime', 'Drama', 'Thriller']",3,6.6689655172413795,145
20813,1727388,The Way Way Back (2013),Comedy|Drama,2013,The Way Way Back,"['Comedy', 'Drama']",2,7.57962962962963,540
20820,1727770,Absolutely Anything (2015),Comedy|Sci-Fi,2015,Absolutely Anything,"['Comedy', 'Sci-Fi']",2,6.173913043478261,92
20821,1727776,Scouts Guide to the Zombie Apocalypse (2015),Action|Comedy|Horror,2015,Scouts Guide to the Zombie Apocalypse,"['Action', 'Comedy', 'Horror']",3,6.7272727272727275,88
20824,1727824,Bohemian Rhapsody (2018),Biography|Drama|Music,2018,Bohemian Rhapsody,"['Biography', 'Drama', 'Music']",3,8.25207100591716,845
20842,1730768,The Zookeeper's Wife (2017),Biography|Drama|History|War,2017,The Zookeeper's Wife,"['Biography', 'Drama', 'History', 'War']",4,7.267441860465116,86
20843,1731141,Ender&x27;s Game (2013),Action|Adventure|Fantasy|Sci-Fi,2013,Ender&x27;s Game,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",4,6.833089311859443,683
20846,1731697,The Lords of Salem (2012),Horror|Thriller,2012,The Lords of Salem,"['Horror', 'Thriller']",2,5.46067415730337,89
20866,1734493,Unlocked (2017),Action|Drama|Mystery|Thriller,2017,Unlocked,"['Action', 'Drama', 'Mystery', 'Thriller']",4,6.419354838709677,62
20877,1735898,Snow White and the Huntsman (2012),Action|Adventure|Drama|Fantasy,2012,Snow White and the Huntsman,"['Action', 'Adventure', 'Drama', 'Fantasy']",4,6.47027027027027,185
20903,1740707,Trolljegeren (2010),Drama|Fantasy|Horror,2010,Trolljegeren,"['Drama', 'Fantasy', 'Horror']",3,6.915492957746479,71
20912,1741273,Secret in Their Eyes (2015),Crime|Drama|Mystery|Thriller,2015,Secret in Their Eyes,"['Crime', 'Drama', 'Mystery', 'Thriller']",4,6.624242424242424,165
20916,1742044,Jersey Boys (2014),Biography|Drama|Music|Musical,2014,Jersey Boys,"['Biography', 'Drama', 'Music', 'Musical']",4,7.44,125
20917,1742334,Sabotage (2014),Action|Crime|Drama|Thriller,2014,Sabotage,"['Action', 'Crime', 'Drama', 'Thriller']",4,5.910256410256411,234
20939,1747958,Blood Ties (2013),Action|Crime|Drama|Thriller,2013,Blood Ties,"['Action', 'Crime', 'Drama', 'Thriller']",4,6.766666666666667,60
20944,1748122,Moonrise Kingdom (2012),Adventure|Comedy|Drama|Romance,2012,Moonrise Kingdom,"['Adventure', 'Comedy', 'Drama', 'Romance']",4,7.761764705882353,340
20945,1748179,Red Lights (2012),Drama|Fantasy|Horror|Mystery|Thriller,2012,Red Lights,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",5,6.326923076923077,104
20948,1748227,The Collection (2012),Action|Horror|Thriller,2012,The Collection,"['Action', 'Horror', 'Thriller']",3,6.252336448598131,107
20950,1753383,A Dog's Purpose (2017),Adventure|Comedy|Drama|Family|Fantasy,2017,A Dog's Purpose,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",5,6.962025316455696,79
20988,1754656,Le Petit Prince (2015),Animation|Adventure|Drama|Family|Fantasy,2015,Le Petit Prince,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy']",5,8.203252032520325,123
21023,1758595,Diana (2013),Biography|Drama|Romance,2013,Diana,"['Biography', 'Drama', 'Romance']",3,5.666666666666667,129
21025,1758692,Like Crazy (2011),Drama|Romance,2011,Like Crazy,"['Drama', 'Romance']",2,6.53932584269663,89
21026,1758795,The To Do List (2013),Comedy|Romance,2013,The To Do List,"['Comedy', 'Romance']",2,6.1375,80
21027,1758810,The Snowman (2017),Crime|Drama|Mystery|Thriller,2017,The Snowman,"['Crime', 'Drama', 'Mystery', 'Thriller']",4,4.925925925925926,135
21028,1758830,This Is 40 (2012),Comedy|Romance,2012,This Is 40,"['Comedy', 'Romance']",2,6.276162790697675,344
21032,1760967,Ill Manors (2012),Crime|Drama,2012,Ill Manors,"['Crime', 'Drama']",2,7.368421052631579,57
21041,1763264,No One Lives (2012),Horror|Thriller,2012,No One Lives,"['Horror', 'Thriller']",2,5.883333333333334,60
21044,1763303,The First Time (2012),Comedy|Drama|Romance,2012,The First Time,"['Comedy', 'Drama', 'Romance']",3,6.9411764705882355,68
21048,1764183,Arbitrage (2012),Drama|Thriller,2012,Arbitrage,"['Drama', 'Thriller']",2,6.757352941176471,136
21050,1764234,Killing Them Softly (2012),Crime|Thriller,2012,Killing Them Softly,"['Crime', 'Thriller']",2,5.853125,320
21062,1764651,The Expendables 2 (2012),Action|Adventure|Thriller,2012,The Expendables 2,"['Action', 'Adventure', 'Thriller']",3,6.695652173913044,207
21073,1767354,Odd Thomas (2013),Comedy|Fantasy|Horror|Mystery|Romance|Thriller,2013,Odd Thomas,"['Comedy', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",6,7.175182481751825,137
21074,1767372,She's Funny That Way (2014),Comedy|Drama,2014,She's Funny That Way,"['Comedy', 'Drama']",2,6.098360655737705,61
21079,1770734,Shadow Dancer (2012),Drama|Thriller,2012,Shadow Dancer,"['Drama', 'Thriller']",2,6.403846153846154,52
21082,1772250,La cara oculta (2011),Comedy|Drama|Mystery|Thriller,2011,La cara oculta,"['Comedy', 'Drama', 'Mystery', 'Thriller']",4,7.856209150326797,153
21085,1772264,Eliza Graves (2014),Drama|Horror|Thriller,2014,Eliza Graves,"['Drama', 'Horror', 'Thriller']",3,7.072727272727272,110
21088,1772288,Danny Collins (2015),Biography|Comedy|Drama|Music,2015,Danny Collins,"['Biography', 'Comedy', 'Drama', 'Music']",4,7.325925925925926,135
21089,1772341,Wreck-It Ralph (2012),Animation|Adventure|Comedy|Family|Fantasy,2012,Wreck-It Ralph,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",5,7.970840480274442,583
21096,1772925,Jiro Dreams of Sushi (2011),Documentary,2011,Jiro Dreams of Sushi,['Documentary'],1,8.243589743589743,78
21131,1780762,Aftershock (2012),Action|Adventure|Horror|Thriller,2012,Aftershock,"['Action', 'Adventure', 'Horror', 'Thriller']",4,4.9411764705882355,51
21132,1780798,Clown (2014),Drama|Fantasy|Horror|Thriller,2014,Clown,"['Drama', 'Fantasy', 'Horror', 'Thriller']",4,5.828125,64
21139,1781769,Anna Karenina (2012),Drama|Romance,2012,Anna Karenina,"['Drama', 'Romance']",2,6.6473988439306355,173
21143,1781827,Hands of Stone (2016),Action|Biography|Drama|Sport,2016,Hands of Stone,"['Action', 'Biography', 'Drama', 'Sport']",4,6.980392156862745,51
21146,1781922,No Escape (2015),Action|Thriller,2015,No Escape,"['Action', 'Thriller']",2,7.184729064039409,406
21158,1783732,John Dies at the End (2012),Comedy|Horror|Sci-Fi,2012,John Dies at the End,"['Comedy', 'Horror', 'Sci-Fi']",3,6.234375,64
21211,1790809,Pirates of the Caribbean: Dead Men Tell No Tales (2017),Action|Adventure|Fantasy,2017,Pirates of the Caribbean: Dead Men Tell No Tales,"['Action', 'Adventure', 'Fantasy']",3,7.0993265993265995,594
21213,1790864,The Maze Runner (2014),Action|Mystery|Sci-Fi|Thriller,2014,The Maze Runner,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",4,7.129828326180258,932
21216,1790885,Zero Dark Thirty (2012),Drama|Thriller,2012,Zero Dark Thirty,"['Drama', 'Thriller']",2,7.47448275862069,725
21217,1790886,The Campaign (2012),Comedy,2012,The Campaign,['Comedy'],1,6.165680473372781,169
21220,1791528,Inherent Vice (2014),Comedy|Crime|Drama|Mystery|Romance,2014,Inherent Vice,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",5,6.747747747747748,222
21223,1791682,While We're Young (2014),Comedy|Drama|Mystery,2014,While We're Young,"['Comedy', 'Drama', 'Mystery']",3,6.412698412698413,126
21250,1798188,Kokuriko-zaka kara (2011),Animation|Drama|Family|Romance,2011,Kokuriko-zaka kara,"['Animation', 'Drama', 'Family', 'Romance']",4,7.763888888888889,72
21251,1798243,Rudderless (2014),Comedy|Drama|Music,2014,Rudderless,"['Comedy', 'Drama', 'Music']",3,7.94,50
21253,1798603,Bad Santa 2 (2016),Comedy|Crime|Drama,2016,Bad Santa 2,"['Comedy', 'Crime', 'Drama']",3,5.384615384615385,52
21254,1798684,Southpaw (2015),Drama|Sport,2015,Southpaw,"['Drama', 'Sport']",2,7.896950578338591,951
21255,1798709,Her (2013),Drama|Romance|Sci-Fi,2013,Her,"['Drama', 'Romance', 'Sci-Fi']",3,8.09962506695233,1867
21261,1800241,American Hustle (2013),Crime|Drama,2013,American Hustle,"['Crime', 'Drama']",2,7.506966773847803,1866
21262,1800246,That Awkward Moment (2014),Comedy|Romance,2014,That Awkward Moment,"['Comedy', 'Romance']",2,6.178861788617886,246
21264,1800302,Gold (2016),Adventure|Drama|Thriller,2016,Gold,"['Adventure', 'Drama', 'Thriller']",3,7.096774193548387,155
21308,1809398,Unbroken (2014),Biography|Drama|Sport|War,2014,Unbroken,"['Biography', 'Drama', 'Sport', 'War']",4,7.649038461538462,624
21311,1810683,Little Boy (2015),Drama|History|War,2015,Little Boy,"['Drama', 'History', 'War']",3,7.524390243902439,82
21323,1814621,Admission (2013),Comedy|Drama|Romance,2013,Admission,"['Comedy', 'Drama', 'Romance']",3,6.009009009009009,111
21338,1815862,After Earth (2013),Action|Adventure|Sci-Fi,2013,After Earth,"['Action', 'Adventure', 'Sci-Fi']",3,5.396887159533074,771
21351,1817273,The Place Beyond the Pines (2012),Crime|Drama|Thriller,2012,The Place Beyond the Pines,"['Crime', 'Drama', 'Thriller']",3,7.390267175572519,1048
21373,1821549,Nebraska (2013),Adventure|Comedy|Drama,2013,Nebraska,"['Adventure', 'Comedy', 'Drama']",3,7.925862068965517,580
21379,1821658,The Nut Job (2014),Animation|Adventure|Comedy|Crime|Family,2014,The Nut Job,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Family']",5,5.7272727272727275,55
21381,1821694,RED 2 (2013),Action|Comedy|Crime|Thriller,2013,RED 2,"['Action', 'Comedy', 'Crime', 'Thriller']",4,7.044859813084112,535
21396,1823664,Annie (2014),Comedy|Drama|Family|Musical,2014,Annie,"['Comedy', 'Drama', 'Family', 'Musical']",4,6.037974683544304,79
21397,1823672,Chappie (2015),Action|Crime|Drama|Sci-Fi|Thriller,2015,Chappie,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",5,7.051282051282051,624
21402,1825157,The Double (2013),Comedy|Drama|Mystery|Sci-Fi|Thriller,2013,The Double,"['Comedy', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",5,6.578947368421052,152
21405,1825683,Black Panther (2018),Action|Adventure|Sci-Fi,2018,Black Panther,"['Action', 'Adventure', 'Sci-Fi']",3,7.493091537132988,1158
21414,1826590,About Last Night (2014),Comedy|Romance,2014,About Last Night,"['Comedy', 'Romance']",2,6.3561643835616435,73
21439,1829012,Passion (2012),Drama|Mystery|Thriller,2012,Passion,"['Drama', 'Mystery', 'Thriller']",3,5.294117647058823,51
21456,1832382,Jodaeiye Nader az Simin (2011),Drama|Thriller,2011,Jodaeiye Nader az Simin,"['Drama', 'Thriller']",2,8.445205479452055,292
21459,1833673,Dhoom: 3 (2013),Action|Thriller,2013,Dhoom: 3,"['Action', 'Thriller']",2,6.333333333333333,57
21495,1837703,The Fifth Estate (2013),Biography|Drama|Thriller,2013,The Fifth Estate,"['Biography', 'Drama', 'Thriller']",3,6.176829268292683,164
21496,1837709,Winter's Tale (2014),Drama|Fantasy|Mystery|Romance,2014,Winter's Tale,"['Drama', 'Fantasy', 'Mystery', 'Romance']",4,6.158333333333333,120
21499,1838544,Gone (2012),Action|Adventure|Drama|Horror|Mystery|Thriller,2012,Gone,"['Action', 'Adventure', 'Drama', 'Horror', 'Mystery', 'Thriller']",6,6.085714285714285,70
21503,1838603,Mr. Morgan's Last Love (2013),Comedy|Drama|Romance,2013,Mr. Morgan's Last Love,"['Comedy', 'Drama', 'Romance']",3,7.2,65
21508,1839492,Ruby Sparks (2012),Comedy|Drama|Fantasy|Romance,2012,Ruby Sparks,"['Comedy', 'Drama', 'Fantasy', 'Romance']",4,7.459595959595959,198
21518,1840309,Divergent (2014),Action|Adventure|Mystery|Sci-Fi,2014,Divergent,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",4,7.1447236180904525,995
21521,1840417,The Words (2012),Drama|Mystery|Romance|Thriller,2012,The Words,"['Drama', 'Mystery', 'Romance', 'Thriller']",4,7.472477064220183,218
21537,1843866,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|Thriller,2014,Captain America: The Winter Soldier,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",4,8.002860411899313,1748
21559,1846589,Hunter Killer (2018),Action|Thriller,2018,Hunter Killer,"['Action', 'Thriller']",2,6.696551724137931,145
21590,1850397,The Loft (2014),Mystery|Romance|Thriller,2014,The Loft,"['Mystery', 'Romance', 'Thriller']",3,6.822916666666667,192
21593,1850457,Sisters (2015),Comedy,2015,Sisters,['Comedy'],1,6.278409090909091,176
21609,1853728,Django Unchained (2012),Drama|Western,2012,Django Unchained,"['Drama', 'Western']",2,8.595266272189349,1690
21610,1853739,You're Next (2011),Action|Comedy|Horror|Thriller,2011,You're Next,"['Action', 'Comedy', 'Horror', 'Thriller']",4,6.595959595959596,396
21614,1854564,Percy Jackson: Sea of Monsters (2013),Adventure|Family|Fantasy|Thriller,2013,Percy Jackson: Sea of Monsters,"['Adventure', 'Family', 'Fantasy', 'Thriller']",4,6.138263665594855,311
21621,1855199,End of Watch (2012),Action|Crime|Drama|Thriller,2012,End of Watch,"['Action', 'Crime', 'Drama', 'Thriller']",4,7.830443159922929,519
21624,1855325,Resident Evil: Retribution (2012),Action|Horror|Sci-Fi|Thriller,2012,Resident Evil: Retribution,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",4,5.554347826086956,92
21633,1856101,Blade Runner 2049 (2017),Drama|Mystery|Sci-Fi|Thriller,2017,Blade Runner 2049,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",4,8.002770083102494,722
21650,1859650,To Rome with Love (2012),Comedy|Music|Romance,2012,To Rome with Love,"['Comedy', 'Music', 'Romance']",3,6.677685950413223,121
21652,1860213,Dirty Grandpa (2016),Comedy,2016,Dirty Grandpa,['Comedy'],1,6.116731517509727,257
